doe_id,Material_ID,Blechdicke,Niederhalterkraft,Ziehspalt,Stempel_ID,Einlegeposition,Ziehtiefe,Breite,UG,OG,E,Material_Name,Rp0,Rp0.2,Rp100,Rp25,Rp50
344,4,0.99,150,2.4,3,2,50,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
345,6,1.01,160,1.6,2,-3,50,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
346,1,1.0,20,1.6,2,4,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
347,2,1.19,290,2.4,3,-2,70,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
348,1,1.0,130,2.4,3,-5,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
349,5,1.48,250,2.4,3,-3,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
350,2,1.19,240,2.4,3,3,50,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
351,3,1.01,190,2.4,3,-2,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
352,6,1.01,470,2.4,3,2,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
353,1,1.0,70,2.4,3,-5,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
354,5,1.48,60,2.4,3,-1,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
355,1,1.0,420,1.6,2,-4,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
356,1,1.0,220,2.4,3,5,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
357,3,1.01,300,2.4,3,0,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
358,4,0.99,110,2.4,3,-5,30,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
359,6,1.01,400,1.6,2,1,50,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
360,2,1.19,370,2.4,3,4,70,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
361,1,1.0,390,1.6,2,0,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
362,1,1.0,100,2.4,3,-1,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
363,2,1.19,250,2.4,3,2,50,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
364,4,0.99,480,2.4,3,-5,30,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
365,5,1.48,500,2.4,3,-4,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
366,2,1.19,60,2.4,3,-5,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
367,5,1.48,140,2.4,3,5,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
368,1,1.0,260,1.6,2,4,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
369,1,1.0,40,1.6,2,1,50,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
370,1,1.0,30,1.6,2,-3,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
371,5,1.48,50,2.4,3,-2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
372,6,1.01,450,2.4,3,3,70,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
373,6,1.01,330,1.6,2,-3,50,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
374,3,1.01,470,2.4,3,-5,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
375,1,1.0,170,1.6,2,0,70,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
376,4,0.99,150,2.4,3,5,30,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
377,1,1.0,350,2.4,3,-2,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
378,2,1.19,70,2.4,3,3,70,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
379,6,1.01,90,2.4,3,1,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
380,1,1.0,280,2.4,3,2,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
381,5,1.48,300,2.4,3,-1,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
382,2,1.19,340,2.4,3,-5,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
383,1,1.0,410,2.4,3,-4,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
384,3,1.01,160,2.4,3,4,70,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
385,3,1.01,230,2.4,3,-2,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
386,3,1.01,20,1.6,2,4,70,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
387,2,1.19,220,2.4,3,-5,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
388,1,1.0,120,2.4,3,-1,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
389,5,1.48,180,2.4,3,5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
390,6,1.01,200,1.6,2,1,50,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
391,1,1.0,290,2.4,3,-4,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
392,6,1.01,10,1.6,2,0,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
393,3,1.01,80,2.4,3,3,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
394,1,1.0,130,1.6,2,-3,50,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
395,1,1.0,360,2.4,3,2,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
396,5,1.48,430,2.4,3,-5,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
397,1,1.0,380,1.6,2,-5,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
398,3,1.01,190,1.6,2,-2,70,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
399,4,0.99,420,1.6,2,1,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
400,4,0.99,320,2.4,3,3,50,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
401,1,1.0,460,2.4,3,5,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
402,1,1.0,210,2.4,3,-1,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
403,1,1.0,440,2.4,3,2,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
404,5,1.48,270,2.4,3,4,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
405,5,1.48,490,2.4,3,-5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
406,4,0.99,10,2.4,3,-4,50,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
407,1,1.0,240,1.6,2,0,70,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
408,3,1.01,310,2.4,3,-3,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
409,1,1.0,270,1.6,2,0,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
410,6,1.01,310,1.6,2,-3,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
411,1,1.0,40,2.4,3,-5,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
412,3,1.01,10,2.4,3,2,70,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
413,4,0.99,180,2.4,3,3,30,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
414,5,1.48,130,2.4,3,-2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
415,1,1.0,160,1.6,2,1,70,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
416,3,1.01,430,2.4,3,4,50,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
417,3,1.01,200,2.4,3,-1,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
418,4,0.99,490,2.4,3,-4,50,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
419,4,0.99,20,1.6,2,-5,70,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
420,1,1.0,140,2.4,3,5,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
421,1,1.0,150,2.4,3,-5,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
422,6,1.01,10,2.4,3,1,50,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
423,2,1.19,220,2.4,3,2,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
424,6,1.01,280,1.6,2,-3,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
425,1,1.0,60,1.6,2,-5,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
426,1,1.0,100,1.6,2,-4,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
427,2,1.19,250,2.4,3,4,50,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
428,3,1.01,400,1.6,2,0,70,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
429,5,1.48,210,2.4,3,-2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
430,5,1.48,330,2.4,3,3,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
431,6,1.01,70,2.4,3,-1,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
432,2,1.19,340,2.4,3,5,50,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
433,1,1.0,380,2.4,3,-4,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
434,6,1.01,360,2.4,3,2,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
435,2,1.19,230,2.4,3,0,70,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
436,4,0.99,240,2.4,3,4,30,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
437,1,1.0,460,1.6,2,5,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
438,6,1.01,440,1.6,2,-2,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
439,2,1.19,500,2.4,3,1,70,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
440,2,1.19,390,2.4,3,-3,50,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
441,1,1.0,80,2.4,3,-5,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
442,3,1.01,30,2.4,3,-1,50,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
443,4,0.99,350,1.6,2,3,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
444,1,1.0,480,2.4,3,-5,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
445,1,1.0,470,1.6,2,-1,70,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
446,1,1.0,260,2.4,3,4,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
447,1,1.0,120,1.6,2,-5,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
448,3,1.01,300,2.4,3,5,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
449,2,1.19,50,2.4,3,3,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
450,1,1.0,450,1.6,2,-5,50,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
451,2,1.19,420,2.4,3,0,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
452,1,1.0,170,2.4,3,-3,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
453,1,1.0,190,2.4,3,-2,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
454,5,1.48,90,2.4,3,1,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
455,6,1.01,290,1.6,2,-4,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
456,4,0.99,320,1.6,2,2,50,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
457,2,1.19,110,2.4,3,5,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
458,4,0.99,410,2.4,3,3,30,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
459,5,1.48,370,2.4,3,0,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
460,1,1.0,300,1.6,2,-4,70,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
461,1,1.0,450,2.4,3,-3,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
462,5,1.48,490,2.4,3,2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
463,6,1.01,140,2.4,3,-5,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
464,3,1.01,100,2.4,3,4,70,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
465,1,1.0,310,2.4,3,-1,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
466,4,0.99,400,2.4,3,1,30,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
467,6,1.01,180,2.4,3,-2,70,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
468,2,1.19,350,2.4,3,-5,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
469,1,1.0,380,2.4,3,4,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
470,5,1.48,160,2.4,3,1,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
471,3,1.01,410,2.4,3,-3,50,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
472,1,1.0,90,1.6,2,3,30,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
473,6,1.01,30,2.4,3,-1,70,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
474,2,1.19,240,2.4,3,-5,30,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
475,6,1.01,120,2.4,3,5,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
476,1,1.0,10,1.6,2,-4,50,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
477,5,1.48,330,2.4,3,-5,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
478,2,1.19,80,2.4,3,0,50,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
479,3,1.01,480,2.4,3,2,70,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
480,5,1.48,390,2.4,3,-2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
481,2,1.19,50,2.4,3,3,70,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
482,6,1.01,460,2.4,3,-3,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
483,1,1.0,190,2.4,3,-1,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
484,1,1.0,20,2.4,3,-5,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
485,4,0.99,210,2.4,3,0,70,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
486,1,1.0,470,2.4,3,-2,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
487,1,1.0,320,2.4,3,2,50,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
488,3,1.01,360,2.4,3,5,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
489,1,1.0,130,2.4,3,1,30,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
490,4,0.99,110,2.4,3,-5,50,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
491,6,1.01,340,2.4,3,4,30,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
492,4,0.99,70,1.6,2,-4,70,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
493,3,1.01,420,2.4,3,-3,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
494,6,1.01,250,1.6,2,0,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
495,1,1.0,220,1.6,2,-5,50,71.8,1.14,1.33,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
496,5,1.48,280,2.4,3,1,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
497,1,1.0,500,2.4,3,-4,70,70.2,1.71,2.0,164.62254,DC01_1.00mm,133.18263199999998,147.10126340000002,517.275855,385.7734395,447.384736
498,3,1.01,170,2.4,3,-5,30,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
499,2,1.19,440,2.4,3,2,50,70.2,1.71,2.0,200.03813,DC01_1.20mm,160.714935,174.535075,564.455438,424.931018,490.44222300000007
500,3,1.01,200,1.6,2,-2,30,71.8,1.14,1.33,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
501,5,1.48,300,2.4,3,4,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
502,3,1.01,250,2.4,3,3,50,70.2,1.71,2.0,191.37245,DC04_1.00mm,138.22696000000002,147.60185940000005,534.002871,377.443009,449.52818899999994
503,4,0.99,170,2.4,3,-5,30,70.2,1.71,2.0,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
504,5,1.48,50,2.4,3,5,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
505,4,0.99,500,1.6,2,-1,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
506,6,1.01,10,2.4,3,-3,50,70.2,1.71,2.0,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
507,6,1.01,470,1.6,2,0,30,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
508,6,1.01,210,1.6,2,1,70,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
509,5,1.48,90,2.4,3,2,30,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
510,5,1.48,230,2.4,3,-4,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
511,6,1.01,480,1.6,2,-5,50,71.8,1.14,1.33,198.984,HC340LA_1.20mm,296.5565,306.21148000000005,711.7006,556.00685,629.5304000000001
512,4,0.99,370,1.6,2,-2,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
513,5,1.48,240,2.4,3,-2,70,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
514,4,0.99,270,1.6,2,3,30,71.8,1.14,1.33,71.94184,AA5083_1.00mm,248.796491,251.31590240000003,385.3733160000001,371.7743365,384.299873
515,5,1.48,450,2.4,3,2,50,70.2,1.71,2.0,71.68198000000001,AA5083_1.50mm,235.16032599999997,237.95149300000003,384.123147,369.8205895,383.04183400000005
